3593	282.0	209.0	F	F
3321	285.0	175.0	FJK	FJK
3336	287.0	259.0	FJK	FJK
3519	300.0	225.0	FJK	FJK
3249	302.0	304.0	N	N
3048	303.0	103.0	FJK	FJK
3165	304.0	76.0	FJK	FJK
3987	307.0	255.0	F	F
3210	310.0	215.0	F	F
3994	311.0	310.0	F	F
4292	322.0	916.0	FJK	FJK
3206	326.0	276.0	FJK	FJK
3280	328.0	27.0	H	H
3951	328.0	328.0	F	F
4049	333.0	163.0	H	H
3722	335.0	30.0	H	H
4404	335.0	398.0	FJK	FJK
3213	336.0	228.0	F	F
3597	348.0	138.0	F	F
3574	350.0	1052.0	F	F
3954	352.0	704.0	FJK	FJK
4437	363.0	418.0	N	N
4468	363.0	384.0	CELR	CELR
4195	371.0	220.0	F	F
3091	384.0	327.0	FJK	FJK
3613	389.0	276.0	F	F
3087	390.0	110.0	FJK	FJK
4453	400.0	471.0	BCELR	BCELR
3070	404.0	352.0	F	F
3917	407.0	183.0	FJK	FJK
4405	422.0	352.0	FJK	FJK
3996	423.0	424.0	F	F
4000	423.0	424.0	F	F
3839	424.0	464.0	FJK	FJK
3480	427.0	159.0	FJK	FJK
4265	427.0	105.0	F	F
3957	435.0	205.0	FJK	FJK
3065	442.0	657.0	F	F
3074	445.0	160.0	F	F
3612	447.0	246.0	F	F
4250	447.0	358.0	F	F
3847	455.0	358.0	FJK	FJK
3151	461.0	715.0	FJK	FJK
3576	470.0	254.0	F	F
3536	478.0	235.0	F	F
3934	480.0	336.0	FJK	FJK
4165	482.0	413.0	F	F
3695	493.0	155.0	FJK	FJK
4144	504.0	491.0	F	F
3133	508.0	508.0	F	F
3938	523.0	1229.0	FJK	FJK
3547	530.0	360.0	F	F
4271	533.0	45.0	F	F
4189	537.0	594.0	F	F
4522	543.0	355.0	FJK	FJK
3376	563.0	563.0	FJK	FJK
3829	570.0	635.0	FJK	FJK
3063	574.0	429.0	FJK	FJK
4197	587.0	346.0	F	F
3659	591.0	115.0	H	H
3865	592.0	437.0	FJK	FJK
4495	611.0	139.0	BCELR	BCELR
4048	615.0	117.0	F	F
3253	616.0	543.0	BCEL	BCEL
3646	628.0	758.0	F	F
4196	628.0	415.0	F	F
4167	632.0	621.0	F	F
4605	641.0	363.0	F	F
4070	675.0	465.0	F	F
3796	676.0	366.0	FJK	FJK
3753	678.0	474.0	BCELR	BCELR
4448	678.0	508.0	FJK	FJK
3554	684.0	141.0	H	H
4419	684.0	573.0	FJ	FJ
3648	694.0	3.0	F	F
4482	716.0	269.0	F	F
3286	717.0	715.0	H	H
3712	722.0	976.0	F	F
3986	733.0	705.0	F	F
4007	736.0	718.0	F	F
3180	741.0	380.0	FJK	FJK
4283	760.0	804.0	F	F
3465	793.0	958.0	FJK	FJK
3242	802.0	235.0	FJK	FJK
3673	808.0	3561.0	FJK	FJK
4325	844.0	1512.0	FJK	FJK
